Orthogroup	Duplications (all)	Duplications (50% support)
OG0002660	2	2
OG0002661	13	12
OG0002662	15	15
OG0002663	14	13
OG0002664	11	10
OG0002665	9	9
OG0002666	13	13
OG0002667	15	15
OG0002668	17	14
OG0002669	12	12
OG0002670	13	12
OG0002671	21	21
OG0002672	11	10
OG0002673	13	12
OG0002674	20	19
OG0002675	12	11
OG0002676	13	12
OG0002677	13	12
OG0002678	13	12
OG0002679	14	14
OG0002680	10	10
OG0002681	13	13
OG0002682	10	9
OG0002683	15	15
OG0002684	13	13
OG0002685	14	14
OG0002686	14	14
OG0002687	13	13
OG0002688	13	13
OG0002689	13	13
OG0002690	12	11
OG0002691	11	11
OG0002692	14	14
OG0002693	19	17
OG0002694	14	11
OG0002695	13	13
OG0002696	21	20
OG0002697	18	17
OG0002698	16	14
OG0002699	18	18
OG0002700	16	16
OG0002701	12	12
OG0002702	24	21
OG0002703	17	16
OG0002704	26	26
OG0002705	20	19
OG0002706	22	20
OG0002707	11	8
OG0002708	19	19
OG0002709	14	10
OG0002710	16	16
OG0002711	19	18
OG0002712	11	11
OG0002713	18	18
OG0002714	23	23
OG0002715	15	15
OG0002716	14	13
OG0002717	14	13
OG0002718	15	15
OG0002719	18	18
OG0002720	14	14
OG0002721	13	13
OG0002722	16	16
OG0002723	18	18
OG0002724	15	15
OG0002725	14	12
OG0002726	16	16
OG0002727	16	16
OG0002728	15	14
OG0002729	13	13
OG0002730	20	17
OG0002731	16	16
OG0002732	16	13
OG0002733	16	15
OG0002734	21	21
OG0002735	13	12
OG0002736	14	13
OG0002737	29	29
OG0002738	24	24
OG0002739	22	22
OG0002740	20	11
OG0002741	26	19
OG0002742	18	17
OG0002743	17	12
OG0002744	14	14
OG0002745	21	21
OG0002746	15	15
OG0002747	12	12
OG0002748	12	12
OG0002749	12	12
OG0002750	12	12
OG0002751	12	12
OG0002752	11	10
OG0002753	14	13
OG0002754	13	13
OG0002755	13	13
OG0002756	13	13
OG0002757	15	14
OG0002758	14	14
OG0002759	14	13
OG0002760	16	16
OG0002761	12	12
OG0002762	12	12
OG0002763	15	15
OG0002764	12	11
OG0002765	14	12
OG0002766	12	12
OG0002767	13	13
OG0002768	12	12
OG0002769	11	10
OG0002770	13	12
OG0002771	14	14
OG0002772	14	14
OG0002773	12	12
OG0002774	13	13
OG0002775	12	12
OG0002776	13	13
OG0002777	12	12
OG0002778	17	17
OG0002779	14	14
OG0002780	14	14
OG0002781	13	13
OG0002782	13	13
OG0002783	12	12
OG0002784	13	13
OG0002785	15	14
OG0002786	13	12
OG0002787	15	15
OG0002788	12	12
OG0002789	14	14
OG0002790	12	12
OG0002791	13	13
OG0002792	12	12
OG0002793	12	12
OG0002794	14	14
OG0002795	29	29
OG0002796	13	13
OG0002797	13	12
OG0002798	12	12
OG0002799	13	13
OG0002800	13	13
OG0002801	12	11
OG0002802	16	16
OG0002803	15	15
OG0002804	12	12
OG0002805	14	13
OG0002806	13	13
OG0002807	13	13
OG0002808	14	14
OG0002809	11	10
OG0002810	12	12
OG0002811	12	10
OG0002812	11	11
OG0002813	17	16
OG0002814	17	16
OG0002815	11	11
OG0002816	13	13
OG0002817	12	12
OG0002818	15	15
OG0002819	12	12
OG0002820	11	11
OG0002821	12	12
OG0002822	13	13
OG0002823	12	12
OG0002824	14	13
OG0002825	13	12
OG0002826	18	15
OG0002827	12	12
OG0002828	18	18
OG0002829	13	12
OG0002830	12	12
OG0002831	16	15
OG0002832	12	11
OG0002833	12	12
OG0002834	13	13
OG0002835	13	13
OG0002836	13	13
OG0002837	12	12
OG0002838	13	12
OG0002839	13	11
OG0002840	14	13
OG0002841	15	15
OG0002842	12	12
OG0002843	12	12
OG0002844	17	17
OG0002845	12	12
OG0002846	12	12
OG0002847	11	10
OG0002848	13	12
OG0002849	13	13
OG0002850	20	20
OG0002851	15	12
OG0002852	11	10
OG0002853	12	12
OG0002854	12	12
OG0002855	12	12
OG0002856	12	12
OG0002857	14	14
OG0002858	11	11
OG0002859	15	15
OG0002860	15	13
OG0002861	12	11
OG0002862	14	13
OG0002863	12	12
OG0002864	12	12
OG0002865	13	13
OG0002866	8	8
OG0002867	12	12
OG0002868	12	12
OG0002869	9	9
OG0002870	12	11
OG0002871	14	14
OG0002872	11	10
OG0002873	12	12
OG0002874	12	12
OG0002875	16	14
OG0002876	12	12
OG0002877	18	18
OG0002878	12	12
OG0002879	14	12
OG0002880	12	12
OG0002881	12	11
OG0002882	13	13
OG0002883	18	18
OG0002884	11	11
OG0002885	10	9
OG0002886	16	16
OG0002887	12	12
OG0002888	12	12
OG0002889	12	12
OG0002890	11	11
OG0002891	10	9
OG0002892	20	14
OG0002893	18	17
OG0002894	29	29
OG0002895	12	12
OG0002896	15	15
OG0002897	29	29
OG0002898	18	14
OG0002899	14	13
OG0002900	17	16
OG0002901	26	26
OG0002902	17	17
OG0002903	18	17
OG0002904	15	15
OG0002905	16	15
OG0002906	20	18
OG0002907	19	17
OG0002908	16	16
OG0002909	15	15
OG0002910	17	16
OG0002911	16	16
OG0002912	14	14
OG0002913	14	13
OG0002914	18	18
OG0002915	13	11
OG0002916	14	13
OG0002917	23	21
OG0002918	23	23
OG0002919	12	12
OG0002920	13	13
OG0002921	21	20
OG0002922	17	17
OG0002923	11	11
OG0002924	17	17
OG0002925	15	15
OG0002926	17	17
OG0002927	15	15
OG0002928	21	21
OG0002929	20	17
OG0002930	14	14
OG0002931	16	16
OG0002932	15	7
OG0002933	11	11
OG0002934	11	11
OG0002935	13	13
OG0002936	11	11
OG0002937	12	12
OG0002938	12	12
OG0002939	12	12
OG0002940	11	11
OG0002941	12	12
OG0002942	14	13
OG0002943	11	11
OG0002944	12	12
OG0002945	13	13
OG0002946	14	9
OG0002947	14	14
OG0002948	9	7
OG0002949	10	10
OG0002950	19	15
OG0002951	11	11
OG0002952	14	13
OG0002953	12	11
OG0002954	13	13
OG0002955	13	13
OG0002956	11	11
OG0002957	10	10
OG0002958	11	11
OG0002959	13	12
OG0002960	11	11
OG0002961	12	12
OG0002962	11	11
OG0002963	13	12
OG0002964	13	13
OG0002965	12	12
OG0002966	12	12
OG0002967	12	12
OG0002968	11	10
OG0002969	12	11
OG0002970	13	13
OG0002971	11	11
OG0002972	10	10
OG0002973	14	14
OG0002974	11	11
OG0002975	12	12
OG0002976	12	11
OG0002977	13	13
OG0002978	13	12
OG0002979	12	12
OG0002980	12	12
OG0002981	11	11
OG0002982	12	12
OG0002983	11	11
OG0002984	13	13
OG0002985	11	11
OG0002986	13	10
OG0002987	11	11
OG0002988	11	11
OG0002989	15	15
OG0002990	12	12
OG0002991	28	28
OG0002992	11	11
OG0002993	12	12
OG0002994	11	10
OG0002995	12	12
OG0002996	13	13
OG0002997	15	15
OG0002998	13	12
OG0002999	18	18
OG0003000	17	17
OG0003001	11	11
OG0003002	13	13
OG0003003	12	12
OG0003004	11	11
OG0003005	12	12
OG0003006	11	11
OG0003007	13	13
OG0003008	14	14
OG0003009	13	12
OG0003010	13	13
OG0003011	11	11
OG0003012	11	11
OG0003013	11	11
OG0003014	12	12
OG0003015	11	11
OG0003016	11	11
OG0003017	11	11
OG0003018	11	11
OG0003019	12	12
OG0003020	14	13
OG0003021	11	11
OG0003022	11	11
OG0003023	12	11
OG0003024	11	10
OG0003025	11	11
OG0003026	11	11
OG0003027	12	11
OG0003028	11	11
OG0003029	11	11
OG0003030	11	11
OG0003031	13	13
OG0003032	12	12
OG0003033	12	12
OG0003034	14	14
OG0003035	11	11
OG0003036	13	13
OG0003037	13	13
OG0003038	13	13
OG0003039	11	10
OG0003040	13	13
OG0003041	17	17
OG0003042	11	11
OG0003043	15	15
OG0003044	10	9
OG0003045	11	11
OG0003046	10	10
OG0003047	17	16
OG0003048	12	12
OG0003049	11	11
OG0003050	18	18
OG0003051	15	14
OG0003052	12	12
OG0003053	12	12
OG0003054	11	10
OG0003055	12	12
OG0003056	11	11
OG0003057	14	13
OG0003058	11	11
OG0003059	11	11
OG0003060	13	13
OG0003061	12	12
OG0003062	12	11
OG0003063	12	12
OG0003064	15	15
OG0003065	12	11
OG0003066	11	11
OG0003067	12	12
OG0003068	11	11
OG0003069	12	12
OG0003070	11	11
OG0003071	11	11
OG0003072	16	16
OG0003073	12	11
OG0003074	12	12
OG0003075	14	14
OG0003076	12	12
OG0003077	12	12
OG0003078	15	15
OG0003079	11	11
OG0003080	13	11
OG0003081	13	13
OG0003082	11	10
OG0003083	11	11
OG0003084	11	11
OG0003085	15	15
OG0003086	10	10
OG0003087	12	12
OG0003088	14	14
OG0003089	14	14
OG0003090	13	13
OG0003091	12	12
OG0003092	12	12
OG0003093	4	2
OG0003094	11	11
OG0003095	12	12
OG0003096	18	18
OG0003097	12	12
OG0003098	11	10
OG0003099	11	11
OG0003100	10	8
OG0003101	11	11
OG0003102	12	12
OG0003103	15	15
OG0003104	17	17
OG0003105	11	11
OG0003106	14	13
OG0003107	14	14
OG0003108	11	11
OG0003109	12	12
OG0003110	13	13
OG0003111	11	11
OG0003112	13	13
OG0003113	11	11
OG0003114	12	11
OG0003115	10	7
OG0003116	9	9
OG0003117	15	15
OG0003118	17	15
OG0003119	12	12
OG0003120	12	12
OG0003121	13	13
OG0003122	11	10
OG0003123	11	11
OG0003124	18	18
OG0003125	12	12
OG0003126	12	11
OG0003127	14	14
OG0003128	11	11
OG0003129	12	12
OG0003130	12	12
OG0003131	12	12
OG0003132	11	11
OG0003133	11	11
OG0003134	12	12
OG0003135	11	11
OG0003136	11	11
OG0003137	11	11
OG0003138	15	15
OG0003139	11	11
OG0003140	13	13
OG0003141	11	11
OG0003142	11	11
OG0003143	13	12
OG0003144	10	10
OG0003145	11	11
OG0003146	12	12
OG0003147	11	11
OG0003148	11	10
OG0003149	11	11
OG0003150	17	17
OG0003151	13	13
OG0003152	12	12
OG0003153	13	13
OG0003154	11	11
OG0003155	12	12
OG0003156	11	11
OG0003157	11	11
OG0003158	11	11
OG0003159	11	11
OG0003160	12	12
OG0003161	17	17
OG0003162	15	15
OG0003163	14	13
OG0003164	13	13
OG0003165	14	13
OG0003166	14	12
OG0003167	26	26
OG0003168	19	19
OG0003169	18	17
OG0003170	12	12
OG0003171	9	9
OG0003172	20	20
OG0003173	22	20
OG0003174	12	12
OG0003175	21	21
OG0003176	14	13
OG0003177	15	13
OG0003178	15	14
OG0003179	12	12
OG0003180	18	18
OG0003181	17	15
OG0003182	12	12
OG0003183	18	15
OG0003184	15	13
OG0003185	13	13
OG0003186	16	16
OG0003187	15	15
OG0003188	17	17
OG0003189	18	18
OG0003190	21	20
OG0003191	18	15
OG0003192	19	19
OG0003193	12	11
OG0003194	12	12
OG0003195	14	12
OG0003196	13	13
OG0003197	20	19
OG0003198	13	13
OG0003199	14	12
OG0003200	16	14
OG0003201	22	21
OG0003202	14	14
OG0003203	17	16
OG0003204	16	16
OG0003205	26	26
OG0003206	28	28
OG0003207	28	28
OG0003208	16	16
OG0003209	17	17
OG0003210	27	27
OG0003211	28	28
OG0003212	18	18
OG0003213	12	12
OG0003214	12	12
OG0003215	11	11
OG0003216	10	9
OG0003217	10	10
OG0003218	10	10
OG0003219	10	10
OG0003220	10	9
OG0003221	10	10
OG0003222	12	12
OG0003223	17	17
OG0003224	11	11
OG0003225	11	11
OG0003226	16	16
OG0003227	10	10
OG0003228	10	10
OG0003229	12	12
OG0003230	12	12
OG0003231	13	12
OG0003232	11	11
OG0003233	10	10
OG0003234	11	11
OG0003235	10	10
OG0003236	12	11
OG0003237	12	12
OG0003238	12	12
OG0003239	11	11
OG0003240	14	14
OG0003241	9	9
OG0003242	10	10
OG0003243	11	11
OG0003244	12	12
OG0003245	11	10
OG0003246	13	12
OG0003247	11	11
OG0003248	11	11
OG0003249	12	12
OG0003250	11	11
OG0003251	13	13
OG0003252	14	13
OG0003253	10	10
OG0003254	14	14
OG0003255	15	13
OG0003256	27	27
OG0003257	10	10
OG0003258	13	9
OG0003259	9	9
OG0003260	27	27
OG0003261	10	10
OG0003262	15	15
OG0003263	10	10
OG0003264	27	27
OG0003265	11	11
OG0003266	10	10
OG0003267	10	10
OG0003268	11	11
OG0003269	12	12
OG0003270	8	8
OG0003271	11	10
OG0003272	16	16
OG0003273	13	12
OG0003274	11	10
OG0003275	11	11
OG0003276	10	10
OG0003277	10	10
OG0003278	11	11
OG0003279	11	11
OG0003280	12	11
OG0003281	11	11
OG0003282	13	13
OG0003283	13	13
OG0003284	11	11
OG0003285	23	23
OG0003286	10	10
OG0003287	15	14
OG0003288	11	11
OG0003289	10	10
OG0003290	12	12
OG0003291	11	11
OG0003292	11	11
OG0003293	10	10
OG0003294	10	10
OG0003295	10	10
OG0003296	20	19
OG0003297	11	11
OG0003298	9	8
OG0003299	10	10
OG0003300	12	11
OG0003301	20	18
OG0003302	11	11
OG0003303	10	9
OG0003304	11	11
OG0003305	12	11
OG0003306	12	10
OG0003307	10	10
OG0003308	14	14
OG0003309	10	10
OG0003310	10	10
OG0003311	11	11
OG0003312	10	10
OG0003313	11	11
OG0003314	17	17
OG0003315	11	10
OG0003316	11	11
OG0003317	13	13
OG0003318	10	10
OG0003319	10	10
OG0003320	10	10
OG0003321	18	18
OG0003322	10	10
OG0003323	10	10
OG0003324	12	12
OG0003325	11	11
OG0003326	18	18
OG0003327	10	10
OG0003328	10	10
OG0003329	10	9
OG0003330	9	8
OG0003331	11	11
OG0003332	11	11
OG0003333	11	10
OG0003334	9	9
OG0003335	10	10
OG0003336	10	10
OG0003337	10	9
OG0003338	12	12
OG0003339	12	12
OG0003340	11	11
OG0003341	11	11
OG0003342	10	10
OG0003343	11	11
OG0003344	10	10
OG0003345	11	11
OG0003346	10	10
OG0003347	10	10
OG0003348	11	11
OG0003349	9	9
OG0003350	18	18
OG0003351	11	11
OG0003352	10	10
OG0003353	11	11
OG0003354	10	10
OG0003355	11	11
OG0003356	11	11
OG0003357	9	9
OG0003358	13	13
OG0003359	11	11
OG0003360	10	10
OG0003361	11	11
OG0003362	11	11
OG0003363	10	10
OG0003364	11	11
OG0003365	11	11
OG0003366	13	13
OG0003367	12	12
OG0003368	15	13
OG0003369	12	12
OG0003370	10	10
OG0003371	10	10
OG0003372	10	10
OG0003373	12	12
OG0003374	11	11
OG0003375	12	12
OG0003376	12	12
OG0003377	10	10
OG0003378	12	12
OG0003379	11	11
OG0003380	12	12
OG0003381	16	16
OG0003382	16	15
OG0003383	13	13
OG0003384	12	12
OG0003385	10	10
OG0003386	17	17
OG0003387	11	11
OG0003388	16	16
OG0003389	10	10
OG0003390	17	17
OG0003391	11	11
OG0003392	11	11
OG0003393	13	13
OG0003394	9	9
OG0003395	11	11
OG0003396	11	11
OG0003397	11	11
OG0003398	11	11
OG0003399	11	11
OG0003400	12	12
OG0003401	11	11
OG0003402	10	10
OG0003403	14	14
OG0003404	11	10
OG0003405	12	12
OG0003406	14	14
OG0003407	13	13
OG0003408	14	14
OG0003409	12	12
OG0003410	9	8
OG0003411	10	10
OG0003412	11	11
OG0003413	8	7
OG0003414	12	12
OG0003415	11	11
OG0003416	12	12
OG0003417	11	11
OG0003418	11	11
OG0003419	11	10
OG0003420	10	9
OG0003421	11	11
OG0003422	10	10
OG0003423	12	10
OG0003424	10	10
OG0003425	7	6
OG0003426	11	11
OG0003427	15	15
OG0003428	10	10
OG0003429	11	11
OG0003430	11	11
OG0003431	12	10
OG0003432	12	12
OG0003433	9	9
OG0003434	11	11
OG0003435	10	10
OG0003436	10	10
OG0003437	11	11
OG0003438	9	8
OG0003439	11	9
OG0003440	10	10
OG0003441	18	18
OG0003442	11	11
OG0003443	11	9
OG0003444	12	12
OG0003445	12	12
OG0003446	10	10
OG0003447	12	12
OG0003448	9	9
OG0003449	10	10
OG0003450	10	10
OG0003451	12	12
OG0003452	14	14
OG0003453	10	10
OG0003454	10	10
OG0003455	11	11
OG0003456	10	10
OG0003457	10	10
OG0003458	10	10
OG0003459	13	13
OG0003460	11	11
OG0003461	11	11
OG0003462	12	12
OG0003463	10	10
OG0003464	14	12
OG0003465	10	10
OG0003466	15	10
OG0003467	15	14
OG0003468	12	12
OG0003469	17	17
OG0003470	15	15
OG0003471	13	13
OG0003472	17	17
OG0003473	11	10
OG0003474	17	17
OG0003475	10	10
OG0003476	18	18
OG0003477	14	14
OG0003478	15	13
OG0003479	11	11
OG0003480	10	10
OG0003481	18	18
OG0003482	12	11
OG0003483	13	13
OG0003484	11	10
OG0003485	11	11
OG0003486	16	16
OG0003487	15	15
OG0003488	19	19
OG0003489	11	11
OG0003490	17	15
OG0003491	20	20
OG0003492	16	16
OG0003493	18	12
OG0003494	14	12
OG0003495	15	14
OG0003496	12	12
OG0003497	13	13
OG0003498	20	19
OG0003499	15	15
OG0003500	18	16
OG0003501	14	14
OG0003502	19	19
OG0003503	23	23
OG0003504	16	13
OG0003505	22	19
OG0003506	11	8
OG0003507	11	11
OG0003508	15	15
OG0003509	11	11
OG0003510	12	12
OG0003511	11	11
OG0003512	22	22
OG0003513	14	13
OG0003514	23	23
OG0003515	27	27
OG0003516	10	10
OG0003517	11	11
OG0003518	10	9
OG0003519	10	10
OG0003520	20	17
OG0003521	10	10
OG0003522	7	7
OG0003523	10	10
OG0003524	12	12
OG0003525	9	9
OG0003526	11	11
OG0003527	10	10
OG0003528	11	11
OG0003529	10	10
OG0003530	11	11
OG0003531	9	9
OG0003532	10	10
OG0003533	11	10
OG0003534	9	9
OG0003535	9	9
OG0003536	10	10
OG0003537	11	10
OG0003538	10	10
OG0003539	12	12
OG0003540	10	10
OG0003541	10	10
OG0003542	10	10
OG0003543	10	10
OG0003544	12	7
OG0003545	12	11
OG0003546	9	9
OG0003547	9	8
OG0003548	11	11
OG0003549	11	11
OG0003550	9	9
OG0003551	11	11
OG0003552	13	13
OG0003553	10	10
OG0003554	10	10
OG0003555	10	10
OG0003556	11	11
OG0003557	10	10
OG0003558	13	13
OG0003559	10	10
OG0003560	10	10
OG0003561	13	13
OG0003562	8	8
OG0003563	9	9
OG0003564	10	10
OG0003565	11	11
OG0003566	12	12
OG0003567	10	10
OG0003568	9	9
OG0003569	10	8
OG0003570	9	9
OG0003571	10	10
OG0003572	26	26
OG0003573	10	10
OG0003574	12	12
OG0003575	11	11
OG0003576	11	11
OG0003577	12	12
OG0003578	14	13
OG0003579	10	10
OG0003580	10	10
OG0003581	13	13
OG0003582	15	15
OG0003583	10	9
OG0003584	10	10
OG0003585	10	10
OG0003586	10	9
OG0003587	8	7
OG0003588	15	15
OG0003589	13	13
OG0003590	15	15
OG0003591	11	11
OG0003592	11	10
OG0003593	13	12
OG0003594	13	13
OG0003595	9	9
OG0003596	14	13
OG0003597	11	11
OG0003598	11	11
OG0003599	11	11
OG0003600	11	11
OG0003601	10	10
OG0003602	14	14
OG0003603	13	13
OG0003604	13	13
OG0003605	14	8
OG0003606	9	9
OG0003607	9	9
OG0003608	10	10
OG0003609	9	9
OG0003610	9	9
OG0003611	13	13
OG0003612	12	12
OG0003613	12	12
OG0003614	11	11
OG0003615	15	14
OG0003616	11	11
OG0003617	10	10
OG0003618	15	15
OG0003619	10	9
OG0003620	26	26
OG0003621	11	11
OG0003622	9	9
OG0003623	17	17
OG0003624	11	11
OG0003625	10	10
OG0003626	11	10
OG0003627	10	10
OG0003628	18	17
OG0003629	13	13
OG0003630	9	9
OG0003631	10	10
OG0003632	9	9
OG0003633	11	11
OG0003634	10	10
OG0003635	11	11
OG0003636	14	14
OG0003637	9	9
OG0003638	10	10
OG0003639	11	11
OG0003640	13	13
OG0003641	13	12
OG0003642	10	10
OG0003643	10	10
OG0003644	9	9
OG0003645	12	12
OG0003646	9	9
OG0003647	11	11
OG0003648	11	11
OG0003649	9	9
OG0003650	10	10
OG0003651	13	12
OG0003652	11	11
OG0003653	11	11
OG0003654	11	11
OG0003655	14	14
OG0003656	12	12
OG0003657	10	9
OG0003658	11	11
OG0003659	10	9
OG0003660	9	9
OG0003661	9	9
OG0003662	10	10
OG0003663	11	11
OG0003664	11	11
OG0003665	14	14
OG0003666	10	9
OG0003667	9	9
OG0003668	11	11
OG0003669	16	16
OG0003670	9	9
OG0003671	11	11
OG0003672	15	15
OG0003673	10	10
OG0003674	10	10
OG0003675	10	10
OG0003676	10	10
OG0003677	10	10
OG0003678	13	13
OG0003679	11	10
OG0003680	11	11
OG0003681	11	11
OG0003682	9	9
OG0003683	10	10
OG0003684	9	9
OG0003685	10	9
OG0003686	14	14
OG0003687	17	17
OG0003688	10	10
OG0003689	12	12
OG0003690	12	12
OG0003691	16	16
OG0003692	13	13
OG0003693	11	11
OG0003694	9	9
OG0003695	10	10
OG0003696	9	8
OG0003697	9	9
OG0003698	9	9
OG0003699	13	13
OG0003700	12	12
OG0003701	10	10
OG0003702	12	12
OG0003703	10	10
OG0003704	11	11
OG0003705	13	13
OG0003706	12	12
OG0003707	12	12
OG0003708	11	11
OG0003709	12	12
OG0003710	10	10
OG0003711	10	10
OG0003712	14	14
OG0003713	13	13
OG0003714	11	11
OG0003715	9	9
OG0003716	9	9
OG0003717	11	11
OG0003718	10	10
OG0003719	9	9
OG0003720	9	9
OG0003721	12	12
OG0003722	10	10
OG0003723	18	18
OG0003724	12	12
OG0003725	9	9
OG0003726	9	9
OG0003727	11	9
OG0003728	9	9
OG0003729	11	11
OG0003730	10	10
OG0003731	11	11
OG0003732	15	14
OG0003733	10	10
OG0003734	9	9
OG0003735	9	9
OG0003736	11	11
OG0003737	10	10
OG0003738	9	9
OG0003739	10	10
OG0003740	12	12
OG0003741	10	10
OG0003742	12	12
OG0003743	9	9
OG0003744	10	10
OG0003745	9	9
OG0003746	9	9
OG0003747	10	10
OG0003748	17	17
OG0003749	10	10
OG0003750	10	10
OG0003751	15	15
OG0003752	11	11
OG0003753	10	10
OG0003754	12	12
OG0003755	12	10
OG0003756	12	12
OG0003757	15	12
OG0003758	14	14
OG0003759	11	11
OG0003760	10	10
OG0003761	10	10
OG0003762	11	11
OG0003763	8	8
OG0003764	9	9
OG0003765	10	9
OG0003766	10	10
OG0003767	10	10
OG0003768	13	13
OG0003769	9	9
OG0003770	10	10
OG0003771	11	11
OG0003772	9	9
OG0003773	10	10
OG0003774	10	10
OG0003775	10	10
OG0003776	11	10
OG0003777	10	10
OG0003778	14	14
OG0003779	10	10
OG0003780	11	11
OG0003781	15	14
OG0003782	9	9
OG0003783	10	10
OG0003784	12	11
OG0003785	13	13
OG0003786	10	10
OG0003787	11	10
OG0003788	10	9
OG0003789	11	11
OG0003790	10	10
OG0003791	9	9
OG0003792	10	10
OG0003793	9	9
OG0003794	10	10
OG0003795	14	14
OG0003796	11	11
OG0003797	12	12
OG0003798	11	11
OG0003799	10	10
OG0003800	9	9
OG0003801	10	10
OG0003802	13	13
OG0003803	12	12
OG0003804	10	10
OG0003805	11	11
OG0003806	10	10
OG0003807	10	10
OG0003808	9	9
OG0003809	9	8
OG0003810	10	10
OG0003811	11	11
OG0003812	10	10
OG0003813	11	11
OG0003814	10	10
OG0003815	9	9
OG0003816	9	9
OG0003817	10	10
OG0003818	7	7
OG0003819	8	8
OG0003820	9	9
OG0003821	15	15
OG0003822	10	10
OG0003823	10	10
OG0003824	10	10
OG0003825	10	9
OG0003826	13	12
OG0003827	9	9
OG0003828	10	10
OG0003829	10	10
OG0003830	9	9
OG0003831	12	12
OG0003832	10	10
OG0003833	10	10
OG0003834	10	9
OG0003835	20	19
OG0003836	13	9
OG0003837	13	13
OG0003838	12	12
OG0003839	11	11
OG0003840	11	11
OG0003841	13	12
OG0003842	11	11
OG0003843	12	12
OG0003844	11	11
OG0003845	11	10
OG0003846	10	10
OG0003847	11	11
OG0003848	12	12
OG0003849	15	14
OG0003850	12	12
OG0003851	23	23
OG0003852	22	22
OG0003853	22	20
OG0003854	12	12
OG0003855	11	11
OG0003856	13	13
OG0003857	15	14
OG0003858	14	13
OG0003859	12	12
OG0003860	10	10
OG0003861	14	11
OG0003862	19	19
OG0003863	17	17
OG0003864	15	14
OG0003865	16	16
OG0003866	14	14
OG0003867	16	13
OG0003868	15	14
OG0003869	11	11
OG0003870	12	12
OG0003871	21	20
OG0003872	19	19
OG0003873	13	13
OG0003874	12	12
OG0003875	10	10
OG0003876	11	11
OG0003877	12	12
OG0003878	15	15
OG0003879	10	10
OG0003880	11	11
OG0003881	10	10
OG0003882	18	16
OG0003883	11	11
OG0003884	12	12
OG0003885	16	15
OG0003886	8	8
OG0003887	22	22
OG0003888	17	17
OG0003889	12	12
OG0003890	16	16
OG0003891	12	12
OG0003892	14	14
OG0003893	20	20
OG0003894	11	11
OG0003895	9	9
OG0003896	8	8
OG0003897	9	9
OG0003898	8	8
OG0003899	11	10
OG0003900	11	11
OG0003901	13	13
OG0003902	12	12
OG0003903	6	6
OG0003904	10	10
OG0003905	11	11
OG0003906	11	11
OG0003907	12	11
OG0003908	9	9
OG0003909	8	8
OG0003910	10	10
OG0003911	15	15
OG0003912	9	9
OG0003913	10	10
OG0003914	10	10
OG0003915	11	11
OG0003916	12	12
OG0003917	9	9
OG0003918	10	10
OG0003919	9	9
OG0003920	9	9
OG0003921	10	10
OG0003922	8	8
OG0003923	9	9
OG0003924	8	8
OG0003925	10	10
OG0003926	11	11
OG0003927	10	9
OG0003928	11	11
OG0003929	10	9
OG0003930	10	10
OG0003931	11	9
OG0003932	11	11
OG0003933	10	10
OG0003934	11	3
OG0003935	8	8
OG0003936	9	9
OG0003937	9	9
OG0003938	8	8
OG0003939	11	11
OG0003940	9	9
OG0003941	9	9
OG0003942	11	11
OG0003943	9	9
OG0003944	8	8
OG0003945	11	9
OG0003946	10	10
OG0003947	11	11
OG0003948	9	9
OG0003949	9	9
OG0003950	16	16
OG0003951	11	11
OG0003952	11	11
OG0003953	10	10
OG0003954	13	13
OG0003955	10	10
OG0003956	9	9
OG0003957	9	8
OG0003958	14	14
OG0003959	8	8
OG0003960	13	13
OG0003961	15	15
OG0003962	8	8
OG0003963	10	9
OG0003964	10	10
OG0003965	12	11
OG0003966	11	10
OG0003967	10	10
OG0003968	9	9
OG0003969	10	9
OG0003970	13	13
OG0003971	9	9
OG0003972	9	9
OG0003973	11	11
OG0003974	11	11
OG0003975	8	8
OG0003976	25	25
OG0003977	10	10
OG0003978	15	14
OG0003979	10	10
OG0003980	7	5
OG0003981	11	11
OG0003982	10	10
OG0003983	9	9
OG0003984	10	10
OG0003985	10	10
OG0003986	9	9
OG0003987	8	8
OG0003988	12	12
OG0003989	9	9
OG0003990	10	8
OG0003991	10	10
OG0003992	14	13
OG0003993	9	9
OG0003994	11	11
OG0003995	11	11
OG0003996	8	8
OG0003997	15	14
OG0003998	15	14
OG0003999	11	11
OG0004000	10	9
OG0004001	10	8
OG0004002	9	9
OG0004003	11	9
OG0004004	10	10
OG0004005	14	14
OG0004006	12	12
OG0004007	12	12
OG0004008	16	16
OG0004009	10	10
OG0004010	12	12
OG0004011	9	9
OG0004012	10	10
OG0004013	11	11
OG0004014	10	10
OG0004015	11	10
OG0004016	9	9
OG0004017	12	12
OG0004018	9	9
OG0004019	10	9
OG0004020	11	10
OG0004021	8	8
OG0004022	10	10
OG0004023	10	10
OG0004024	8	8
OG0004025	12	12
OG0004026	16	16
OG0004027	9	9
OG0004028	9	9
OG0004029	9	9
OG0004030	9	9
OG0004031	11	11
OG0004032	4	4
OG0004033	9	9
OG0004034	9	8
OG0004035	10	10
OG0004036	10	8
OG0004037	10	10
OG0004038	11	11
OG0004039	10	10
OG0004040	9	9
OG0004041	12	12
OG0004042	10	10
OG0004043	10	10
OG0004044	9	9
OG0004045	8	8
OG0004046	11	11
OG0004047	15	15
OG0004048	12	11
OG0004049	10	10
OG0004050	17	16
OG0004051	14	14
OG0004052	12	11
OG0004053	10	10
OG0004054	10	10
OG0004055	12	12
OG0004056	10	10
